transaction_id,date,description,amount,category,payment_method,month,day_of_week,is_fraud,income_type,credit_score,debt_to_income_ratio,savings_rate,financial_stress_level,cash_flow_status,emergency_fund_pkr,emergency_fund_months,subscription_services,loan_payment_pkr,investment_amount_pkr,savings_goal_met,financial_scenario,fraud_flag,financial_advice_score,monthly_income_pkr
TXN2143,2023-12-15,Bykea,124.05,Transport,JazzCash,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0054,2023-12-16,Books,8773.26,Education,EasyPaisa,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0670,2023-12-16,Khaadi,4033.42,Shopping,Credit Card,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2254,2023-12-16,Burns Road,1535.29,Food & Dining,JazzCash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2394,2023-12-16,Jazz Internet,3858.27,Utilities,Cash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2432,2023-12-16,Video Game,439.53,Entertainment,JazzCash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0348,2023-12-17,Spotify,1685.67,Entertainment,Debit Card,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0649,2023-12-17,KESC Electricity Bill,991.81,Utilities,Debit Card,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1366,2023-12-17,Apartment Rent,19632.29,Rent,EasyPaisa,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2213,2023-12-17,Prize Bond,22578.89,Savings,EasyPaisa,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0344,2023-12-18,Netflix,336.85,Entertainment,Cash,2023-12,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0893,2023-12-18,Hospital Bill,6146.35,Healthcare,Cash,2023-12,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0969,2023-12-18,SSGC Gas Bill,5691.81,Utilities,Cash,2023-12,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1348,2023-12-18,OLX Purchase,622.28,Shopping,Debit Card,2023-12,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0356,2023-12-19,Lab Test,4421.11,Healthcare,EasyPaisa,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1049,2023-12-19,Mutual Fund,12502.35,Savings,Debit Card,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1495,2023-12-19,Careem,1298.75,Transport,Cash,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0620,2023-12-20,KFC,2248.38,Food & Dining,EasyPaisa,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1544,2023-12-20,Spotify,551.99,Entertainment,EasyPaisa,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1908,2023-12-20,Water Bill,4410.12,Utilities,Debit Card,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0635,2023-12-21,Dentist,6339.75,Healthcare,Debit Card,2023-12,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0790,2023-12-21,Carrefour Grocery,1659.74,Food & Dining,EasyPaisa,2023-12,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0252,2023-12-22,Bykea,1876.48,Transport,Debit Card,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0376,2023-12-22,Apartment Rent,10895.62,Rent,Credit Card,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1284,2023-12-22,Daraz Entertainment,756.86,Entertainment,Cash,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1517,2023-12-22,Kababjees,3621.2,Food & Dining,Cash,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0062,2023-12-23,Jazz Internet,3547.6,Utilities,JazzCash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0450,2023-12-23,Water Bill,1602.71,Utilities,Cash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0955,2023-12-23,Udemy,13008.21,Education,Debit Card,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1095,2023-12-23,Al-Fatah,1415.01,Shopping,JazzCash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1776,2023-12-23,Daraz Entertainment,1927.25,Entertainment,JazzCash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2005,2023-12-23,FoodPanda Order,3082.19,Food & Dining,Credit Card,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2232,2023-12-24,Toll Tax,216.11,Transport,JazzCash,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1377,2023-12-25,CNG Station,1059.22,Transport,Debit Card,2023-12,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0673,2023-12-26,Metro BRT,544.6,Transport,JazzCash,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0712,2023-12-26,Dentist,5954.03,Healthcare,Debit Card,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1213,2023-12-26,Burns Road,2193.95,Food & Dining,JazzCash,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2013,2023-12-26,Video Game,2474.69,Entertainment,JazzCash,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2072,2023-12-26,Lab Test,4871.3,Healthcare,EasyPaisa,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2306,2023-12-26,Daraz,781.75,Shopping,Cash,2023-12,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0277,2023-12-27,Khaadi,1754.89,Shopping,Cash,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0526,2023-12-27,KFC,1934.55,Food & Dining,Debit Card,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0777,2023-12-27,Electronics Store,7362.53,Shopping,EasyPaisa,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1338,2023-12-27,Bowling,1532.82,Entertainment,Cash,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1948,2023-12-27,McDonald's,928.73,Food & Dining,JazzCash,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2162,2023-12-27,Café Latte,3671.56,Food & Dining,Debit Card,2023-12,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0221,2023-12-29,KFC,1410.03,Food & Dining,JazzCash,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1187,2023-12-29,Imtiaz Superstore,639.33,Food & Dining,EasyPaisa,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2246,2023-12-29,Shoe Store,6431.41,Shopping,Cash,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2316,2023-12-29,Investment Transfer,31101.07,Savings,Credit Card,2023-12,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0173,2023-12-30,Postage,536.63,Miscellaneous,Debit Card,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0256,2023-12-30,Careem,1741.51,Transport,Cash,2023-12,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0082,2023-12-31,Bowling,1315.13,Entertainment,Cash,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1365,2023-12-31,Mutual Fund,20261.9,Savings,Credit Card,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2279,2023-12-31,Video Game,412.94,Entertainment,JazzCash,2023-12,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0207,2024-01-01,Coursera,2515.25,Education,Cash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0402,2024-01-01,PTCL Broadband,1010.2,Utilities,Debit Card,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0843,2024-01-02,Burns Road,830.44,Food & Dining,Credit Card,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2493,2024-01-02,Amazon Prime,794.96,Entertainment,Cash,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0594,2024-01-04,Biryani House,2230.53,Food & Dining,Cash,2024-01,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1001,2024-01-04,Dawaai Pharmacy,783.53,Healthcare,JazzCash,2024-01,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2163,2024-01-04,Monthly Rent,18537.16,Rent,Cash,2024-01,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1749,2024-01-05,Apartment Rent,9962.79,Rent,Cash,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2323,2024-01-05,YouTube Premium,1357.79,Entertainment,EasyPaisa,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1825,2024-01-06,KESC Electricity Bill,3501.76,Utilities,Debit Card,2024-01,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0789,2024-01-07,Cheetay Delivery,1944.06,Food & Dining,Cash,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2198,2024-01-07,Laundry,1348.95,Miscellaneous,Credit Card,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0289,2024-01-08,Student Biryani,972.87,Food & Dining,Debit Card,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1021,2024-01-08,Repair Service,1824.42,Miscellaneous,JazzCash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1628,2024-01-08,Daraz,3627.6,Shopping,EasyPaisa,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1718,2024-01-08,Sana Safinaz,4622.84,Shopping,EasyPaisa,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1646,2024-01-09,Bykea,557.97,Transport,Credit Card,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1685,2024-01-09,Carrefour Grocery,2421.89,Food & Dining,EasyPaisa,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1947,2024-01-09,InDrive,1010.72,Transport,JazzCash,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0273,2024-01-10,Imtiaz Superstore,614.23,Food & Dining,EasyPaisa,2024-01,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0421,2024-01-10,Petrol Station,885.66,Transport,EasyPaisa,2024-01,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0452,2024-01-10,Khaadi,5137.15,Shopping,Debit Card,2024-01,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2309,2024-01-10,Café Latte,2608.78,Food & Dining,Cash,2024-01,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0744,2024-01-11,Cheetay Delivery,298.86,Food & Dining,Debit Card,2024-01,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1226,2024-01-11,Chase Up,2769.91,Shopping,EasyPaisa,2024-01,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2265,2024-01-11,Doctor Visit,4357.91,Healthcare,EasyPaisa,2024-01,Thursday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0124,2024-01-12,Laundry,467.15,Miscellaneous,JazzCash,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0362,2024-01-12,Apartment Rent,24475.37,Rent,Debit Card,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0991,2024-01-12,Burns Road,839.1,Food & Dining,Debit Card,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1759,2024-01-12,Books,7681.9,Education,JazzCash,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2058,2024-01-12,Daraz Entertainment,1805.85,Entertainment,EasyPaisa,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2238,2024-01-12,Bykea,175.46,Transport,JazzCash,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0716,2024-01-13,Al-Fatah,5680.5,Shopping,EasyPaisa,2024-01,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0137,2024-01-14,Pharmacy,4502.29,Healthcare,EasyPaisa,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0464,2024-01-14,Spotify,1676.9,Entertainment,EasyPaisa,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0558,2024-01-14,Metro BRT,1507.94,Transport,EasyPaisa,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1409,2024-01-14,Cheetay Delivery,2247.18,Food & Dining,Credit Card,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1943,2024-01-14,Uber,107.6,Transport,Credit Card,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1979,2024-01-14,Hardee's,2402.85,Food & Dining,Debit Card,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2225,2024-01-14,Burns Road,904.31,Food & Dining,Credit Card,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2256,2024-01-14,Student Biryani,1159.81,Food & Dining,JazzCash,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0164,2024-01-15,Khaadi,7653.59,Shopping,EasyPaisa,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0328,2024-01-15,Student Biryani,1135.21,Food & Dining,Credit Card,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2228,2024-01-15,Biryani House,1264.33,Food & Dining,Cash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2461,2024-01-15,Jazz Internet,2240.4,Utilities,EasyPaisa,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0306,2024-01-16,Khaadi,3584.34,Shopping,JazzCash,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0394,2024-01-16,Coursera,5675.15,Education,Cash,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1490,2024-01-16,Pizza Hut,824.61,Food & Dining,Debit Card,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1504,2024-01-16,Careem Bike,887.63,Transport,Credit Card,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1608,2024-01-16,Books,5731.81,Education,EasyPaisa,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0232,2024-01-17,Stationery,1962.12,Education,EasyPaisa,2024-01,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0618,2024-01-17,CNG Station,1544.33,Transport,Cash,2024-01,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN2128,2024-01-17,Student Biryani,2155.34,Food & Dining,Credit Card,2024-01,Wednesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0076,2024-01-19,Monthly Rent,17623.28,Rent,EasyPaisa,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0386,2024-01-19,KESC Electricity Bill,4545.3,Utilities,Credit Card,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0484,2024-01-19,Sana Safinaz,4963.01,Shopping,Debit Card,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1015,2024-01-19,Careem Bike,1145.12,Transport,EasyPaisa,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1781,2024-01-19,McDonald's,1003.75,Food & Dining,Debit Card,2024-01,Friday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0026,2024-01-20,Careem Bike,367.46,Transport,JazzCash,2024-01,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0341,2024-01-20,Clothing Store,771.15,Shopping,Cash,2024-01,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1723,2024-01-20,Electronics Store,2032.77,Shopping,Cash,2024-01,Saturday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0171,2024-01-21,Petrol Station,513.25,Transport,EasyPaisa,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1148,2024-01-21,OLX Purchase,5854.07,Shopping,Cash,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1350,2024-01-21,Meezan Savings,6597.88,Savings,Cash,2024-01,Sunday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0086,2024-01-22,Daraz,5647.32,Shopping,Cash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0832,2024-01-22,Pizza Hut,675.33,Food & Dining,JazzCash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1151,2024-01-22,Café Latte,2272.45,Food & Dining,Cash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1259,2024-01-22,Investment Transfer,20809.65,Savings,JazzCash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1281,2024-01-22,Sana Safinaz,967.65,Shopping,Cash,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1305,2024-01-22,House Rent,23415.16,Rent,Credit Card,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1439,2024-01-22,CNG Station,1060.28,Transport,EasyPaisa,2024-01,Monday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0003,2024-01-23,FoodPanda Order,2993.27,Food & Dining,Cash,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0745,2024-01-23,Gift Purchase,649.97,Miscellaneous,EasyPaisa,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0766,2024-01-23,Shoe Store,994.86,Shopping,Debit Card,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN0867,2024-01-23,Pharmacy,1713.3,Healthcare,JazzCash,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
TXN1022,2024-01-23,Student Biryani,3361.86,Food & Dining,JazzCash,2024-01,Tuesday,0,Salary,695,0.392,0.119,Medium,Positive,418628.0,5.9,3,113110.0,74683.0,0,normal,0,61.2,80000
